InstrumentCode,ISIN,InstrumentLongName,HoldingNominal,AssetMarketValue,Weight (%) Pre,Weight (%) Post,Maturity,Companion,Spread,MTM,Yield,Mod Duration,Term,Type,Issuer Type,Issuer,Exposure,Level of Subordination,Subordination,Quality,Liquidity,Interest Rate Score,Spread over Jibar,Instrument Score,Risk,Risk Duration,Reference,Level 1,Level 2,Level 3,Level 4,Level 1 Max,Level 2 Max,Level 3 Max,Level 4 Max,GIR,Infrastructure
LGL12,,Liberty Group Limited F/R 04102027,25000000,25646648.55,0.008204624,0.008204624,2027/10/04,JIBAR,127,,9.907,0.120547945,3.871232877,Insurer Sub Debt,Insurer,LIBERTY GROUP,LIBERTY GROUP,Bank Subordinated Debt - Tier 2,2,0.066811181,-0.309030193,1.137071651,127,9.598355677,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.008204624,0.008204624,0.008204624,0.008204624,,No
MML01,,Momentum Metropolitan Life Limited F/R 10122026,9000000,9328933.244,0.002984421,0.002984421,2026/12/10,JIBAR,114,,9.777,0.052054795,3.054794521,Insurer Sub Debt,Insurer,MMI GROUP,MMI GROUP,Bank Subordinated Debt - Tier 2,2,-0.16505486,-0.226921889,1.054913295,114,124.6692137,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004306786,0.004306786,0.004306786,0.004306786,,No
MML03,,Momentum Metropolitan Life Limited F/R 15032028,4000000,4133552.734,0.001322366,0.001322366,2028/03/15,JIBAR,155,,10.187,0.065753425,4.317808219,Insurer Sub Debt,Insurer,MMI GROUP,MMI GROUP,Bank Subordinated Debt - Tier 2,2,-0.16505486,-0.226921889,1.070381232,155,124.6769477,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004306786,0.004306786,0.004306786,0.004306786,,No
MTN10,ZAG000147257,Mobile Telephone Networks Holdings (Pty) Ltd F/R 11102024 ,650000,664778.0415,0.000212669,0.000212669,2024/10/11,JIBAR,100,,9.637,0.139726027,0.890410959,Corporate Senior Debt,Corporate,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Corp Senior Unsecured,1,-0.191666369,-0.109082716,1.162420382,100,126.8503304,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009886088,0.009886088,0.007397246,0.007397246,2.1(d)(i),Yes
MTN13,ZAG000151697,Mobile Telephone Networks Holdings Ltd F/R 04062025,950000,959030.5502,0.000306804,0.000306804,2025/06/04,JIBAR,115,,9.787,0.035616438,1.536986301,Corporate Senior Debt,Corporate,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Corp Senior Unsecured,1,-0.191666369,-0.109082716,1.036931818,115,126.7875861,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009886088,0.009886088,0.007397246,0.007397246,2.1(d)(i),Yes
MTN19,ZAG000162199,Mobile Telephone Networks Holdings Ltd F/R 070325      ,1300000,1335043.956,0.000427094,0.000427094,2025/03/07,JIBAR,124,,9.877,0.043835616,1.293150685,Corporate Senior Debt,Corporate,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Corp Senior Unsecured,1,-0.191666369,-0.109082716,1.045845272,124,126.7920428,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009886088,0.009886088,0.007397246,0.007397246,2.1(d)(i),Yes
MTN20,ZAG000162215,Mobile Telephone Networks Holdings (Pty) Ltd F/R 07092026,6500000,6744213.691,0.002157543,0.002157543,2026/09/07,JIBAR,131,,9.947,0.043835616,2.797260274,Corporate Senior Debt,Corporate,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Corp Senior Unsecured,1,-0.191666369,-0.109082716,1.045845272,131,126.7920428,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009886088,0.009886088,0.007397246,0.007397246,2.1(d)(i),Yes
MTN26,,MobileTelephone Networks Ltd F/R 29062026,3000000,3092944.269,0.000989464,0.000989464,2026/06/29,JIBAR,139,,10.027,0.104109589,2.605479452,Corporate Senior Debt,Corporate,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Corp Senior Unsecured,1,-0.191666369,-0.109082716,1.116207951,139,126.8272242,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009886088,0.009886088,0.007397246,0.007397246,,Yes
MTN33,,Mobile Telephone Networks Holding LTD F/R 130929,10000000,10326873.33,0.003303672,0.003303672,2029/09/13,JIBAR,171,,10.347,0.060273973,5.816438356,Corporate Senior Debt,Corporate,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,MOBILE TELEPHONE NETWORK HOLDINGS PTY LTD,Corp Senior Unsecured,1,-0.191666369,-0.109082716,1.064139942,171,126.8011902,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009886088,0.009886088,0.007397246,0.007397246,,Yes
NBK25B,ZAG000123613,Nedbank Ltd F/R 12022025,19000000,19245554.68,0.006156849,0.006156849,2025/02/12,JIBAR,114,,9.777,0.22739726,1.230136986,Bank Senior Debt - Floating,Bank,NEDBANK LTD,NEDBANK LTD,Bank Senior Unsecured,0.6,-0.395565495,2.467172627,1.294326241,114,199.1032925,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NBKB56,ZAG000161183,Nedbank F/R 01082024,1000000,1008423.673,0.000322605,0.000322605,2024/08/01,JIBAR,90,,9.537,0.197260274,0.695890411,Bank Senior Debt - Floating,Bank,NEDBANK LTD,NEDBANK LTD,Bank Senior Unsecured,0.6,-0.395565495,2.467172627,1.245733788,90,199.0789962,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NCLN82,,Nedbank CLN F/R 20032024,2400000,2443039.819,0.000781553,0.000781553,2024/03/20,JIBAR,214.5,,10.782,0.079452055,0.328767123,Credit Linked Notes,Bank,NEDBANK LTD,ESKOM,Credit-Linked Note,1.5,0.175877894,4.834492325,1.086309524,214.5,-101.3956071,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,,No
NN229,ZAG000197245,Nedbank F/R 31032032,25000000,25363534.15,0.008114053,0.008114053,2032/03/31,JIBAR,170,,10.337,0.109589041,8.364383562,Credit Linked Notes,Bank,NEDBANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.123076923,170,-535.0933532,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NN247,ZAG000198896,Nedbank F/R 28082035,25000000,24959049.44,0.007984654,0.007984654,2035/02/28,JIBAR,192,,10.557,0.024657534,11.27945205,Credit Linked Notes,Bank,NEDBANK LTD,RSA GOVERNMENT,Credit-Linked Note,1.5,1,7,1.025280899,192,-535.1422512,0,0,JIBAR,1,2.1,2.1 (c),2.1 (c) (i),0.009286469,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NGL06,,Nedbank Group Limited F/R 01122023,40000000,41003798.32,0.013117533,0.013117533,2023/12/01,JIBAR,135,,9.987,0.02739726,0.02739726,Bank Subordinated Debt - Tier 2,Bank,NEDBANK LTD,NEDBANK LTD,Bank Subordinated Debt - Tier 2,2,-0.395565495,2.467172627,1.028169014,135,212.9702139,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NGT103,,Nedbank Group Limited F/R 25032024,42000000,43320772.85,0.013858757,0.013858757,2024/03/25,JIBAR,105,,9.687,0.093150685,0.342465753,Bank Subordinated Debt - AT1,Bank,NEDBANK LTD,NEDBANK LTD,Bank Subordinated Debt - AT1,4,-0.395565495,2.467172627,1.102719033,105,233.0074889,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,,No
NGT104,ZAG000160441,Nedbank Group Limited F/R 15012025,14674000,15269481.13,0.004884863,0.004884863,2025/01/15,JIBAR,198,,10.617,0.150684932,1.153424658,Bank Subordinated Debt - AT1,Bank,NEDBANK LTD,NEDBANK LTD,Bank Subordinated Debt - AT1,4,-0.395565495,2.467172627,1.177419355,198,233.044839,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NGT105,ZAG000164526,Nedbank Group Limited F/R 22052025,5000000,5115758.399,0.001636583,0.001636583,2025/05/22,JIBAR,260,,11.237,0.002739726,1.501369863,Bank Subordinated Debt - AT1,Bank,NEDBANK LTD,NEDBANK LTD,Bank Subordinated Debt - AT1,4,-0.395565495,2.467172627,1.002747253,260,232.957503,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,2.1(c)(i),No
NGT107,,Nedbank Group Limited F/R 7.883% 19/11/2025,10130000,10512622.59,0.003363095,0.003363095,2025/11/19,JIBAR,250,,11.137,0.246575342,1.997260274,Bank Subordinated Debt - AT1,Bank,NEDBANK LTD,NEDBANK LTD,Bank Subordinated Debt - AT1,4,-0.395565495,2.467172627,1.327272727,250,233.1197657,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.052235891,0.060220545,0.060220545,0.060220545,,No
VND447E,ZAM000466846,Nedbank F/R 14062024,2000000,2036231.62,0.000651411,0.000651411,2024/06/14,JIBAR,125,0,9.887,0.125,0.564383562,Money Market,Bank,NEDBANK LTD,NEDBANK LTD,Money Market,0.5,-0.395565495,2.467172627,1.142857143,125,198.0275579,0,0,JIBAR,1,1.1,,,0.009286469,0.001301815,0,0,,No
VND449A,ZAM000467570,Nedbank F/R 20062024,2000000,2033081.04,0.000650403,0.000650403,2024/06/20,JIBAR,125,0,9.887,0.125,0.580821918,Money Market,Bank,NEDBANK LTD,NEDBANK LTD,Money Market,0.5,-0.395565495,2.467172627,1.142857143,125,198.0275579,0,0,JIBAR,1,1.1,,,0.009286469,0.001301815,0,0,,No
NHM016,,Northam Platinum Holdings F/R 12052025,20700000,21541789.72,0.006891438,0.006891438,2025/05/11,JIBAR,152,,10.157,0.224657534,1.471232877,Corporate Senior Debt,Corporate,NORTHAM PLATINUM,NORTHAM PLATINUM,Corp Senior Unsecured,1,-0.390364355,0,1.28975265,152,225.1721624,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.01337285,0.01337285,0.01337285,0.01337285,,No
NHM019,,Northam Platinum Holdings F/R 27052024 ,20000000,20260098.36,0.006481412,0.006481412,2024/05/25,JIBAR,114,,9.777,0.010958904,0.509589041,Corporate Senior Debt,Corporate,NORTHAM PLATINUM,NORTHAM PLATINUM,Corp Senior Unsecured,1,-0.390364355,0,1.011080332,114,225.0328262,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.01337285,0.01337285,0.01337285,0.01337285,,No
OML10,,Old Mutual Life Assurance Company 11.35% 15092025,635000,674668.831,0.000215833,0.000215833,2025/09/14,R186,15,8.865,8.865,1.583086889,1.816438356,Insurer Sub Debt,Insurer,OLD MUTUAL,OLD MUTUAL,Bank Subordinated Debt - Tier 2,2,1.405201242,-0.198189439,-1.715010265,22.8,-662.1311233,1,1.583086889,R186,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009267155,0.009267155,0.009267155,0.009267155,,No
OML11,ZAG000160094,Old Mutual F/R 110624     ,2800000,2863968.538,0.000916213,0.000916213,2024/06/11,JIBAR,102,,9.657,0.054794521,0.556164384,Insurer Sub Debt,Insurer,OLD MUTUAL,OLD MUTUAL,Bank Subordinated Debt - Tier 2,2,1.405201242,-0.198189439,1.057971014,102,-660.7446326,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009267155,0.009267155,0.009267155,0.009267155,2.1(d)(i),No
OML12,,Old Mutual Life Assurance Company SA Ltd Float 11/12/25,25000000,25429351.28,0.008135109,0.008135109,2025/11/12,JIBAR,114,,9.777,0.22739726,1.978082192,Insurer Sub Debt,Insurer,OLD MUTUAL,OLD MUTUAL,Bank Subordinated Debt - Tier 2,2,1.405201242,-0.198189439,1.294326241,114,-660.626455,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.009267155,0.009267155,0.009267155,0.009267155,,No
PARS01,,Pan African Resources Funding Company Limited F/R 13122025,10000000,10253279.85,0.003280129,0.003280129,2025/12/13,JIBAR,350,,12.137,0.060273973,2.063013699,Corporate Senior Debt,Corporate,PAN AFRICAN RESOURCES,PAN AFRICAN RESOURCES,Corp Senior Unsecured,1,2.016478599,0,1.064139942,350,-978.362121,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.003280129,0.003280129,0.003280129,0.003280129,,No
PEP04,,PPHSJ Float 05/05/26,15000000,15243587.57,0.004876579,0.004876579,2026/05/05,JIBAR,118,,9.817,0.208219178,2.454794521,Corporate Senior Debt,Corporate,PEPKOR HOLDINGS LTD,PEPKOR HOLDINGS LTD,Corp Senior Unsecured,1,0.765208942,0,1.262975779,118,-352.6278749,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.004876579,0.004876579,0.004876579,0.004876579,,No
I2025,ZAG000096587,Republic of South Africa ILB 2% 31/01/2025,50000000,86938330,0.027812457,0.027812457,2025/01/31,,,4.405,10.305,1.144482726,1.197260274,ILBs,Govi,RSA GOVERNMENT,RSA GOVERNMENT,Government,0.1,1,7,-6.921242619,166.8,-553.115513,1,1.144482726,I2025,2.Gov,2.1,2.1 (a),,0.090273148,0.087385041,0.090273148,0,2.1(a),No
R186,ZAG000016320,R186 Fixed 10.5% 20271221,10000000,10918538,0.003492952,0.003492952,2026/12/21,,,8.715,8.715,2.496759335,3.084931507,Govis,Govi,RSA GOVERNMENT,RSA GOVERNMENT,Government,0.1,1,7,-0.668110081,7.8,-549.9889467,1,2.496759335,R186,2.Gov,2.1,2.1 (a),,0.090273148,0.087385041,0.090273148,0,2.1(a),No
R2030,,R2030 Fixed 8.00% 20300131,70000000,65750699,0.021034318,0.021034318,2030/01/31,,,9.885,9.885,4.578241345,6.2,Govis,Govi,RSA GOVERNMENT,RSA GOVERNMENT,Government,0.1,1,7,-0.279466895,124.8,-549.7946251,1,4.578241345,R2030,2.Gov,2.1,2.1 (a),,0.090273148,0.087385041,0.090273148,0,,No
R2032,,R2032 Fixed 8.25% 20320331,125000000,109547350,0.035045313,0.035045313,2032/03/31,,,10.755,10.755,5.625263919,8.364383562,Govis,Govi,RSA GOVERNMENT,RSA GOVERNMENT,Government,0.1,1,7,-0.216203879,211.8,-549.7629936,1,5.625263919,R2032,2.Gov,2.1,2.1 (a),,0.090273148,0.087385041,0.090273148,0,,No
R2035,,R2035 Fixed 8.875% 20350228,10500000,9027868.5,0.002888107,0.002888107,2035/02/28,,,11.45,11.45,6.425389611,11.27945205,Govis,Govi,RSA GOVERNMENT,RSA GOVERNMENT,Government,0.1,1,7,-0.18431856,281.3,-549.7470509,2,0,R2035,2.Gov,3.1,2.1 (a),,0.090273148,0.002888107,0.090273148,0,,No
RDFB24,ZAG000161910,Redefine Properties Ltd F/R 22082024,1000000,1005156.708,0.00032156,0.00032156,2024/08/22,JIBAR,100,,9.637,0.002739726,0.753424658,Corporate Senior Debt,Corporate,REDEFINE PROPERTIES,REDEFINE PROPERTIES,Corp Senior Unsecured,1,-0.075550722,-0.135911344,1.002747253,100,68.98095643,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.00032156,0.00032156,0.00032156,0.00032156,2.1(d)(i),No
RFCA1,,Richefond Circle Limited F/R 21122026,600000,610520.7837,0.000195312,0.000195312,2026/12/20,JIBAR,152,,10.157,0.079452055,3.082191781,Securitization,Corporate,RICHEFOND CIRCLE (RF) LIMITED,RICHEFOND CIRCLE (RF) LIMITED,Senior Secured,0.9,0,-0.080677079,1.086309524,152,29.69503389,0,0,JIBAR,2.Oth,2.1,2.1 (e),2.1 (e) (i),0.000195312,0.000195312,0.000195312,0.000195312,,No
SNT05,,Santam Limited F/R 30112025,4500000,4492585.992,0.001437224,0.001437224,2025/11/30,JIBAR,198,,10.617,0.024657534,2.02739726,Insurer Sub Debt,Insurer,SANTAM,SANTAM,Bank Subordinated Debt - Tier 2,2,1.405201242,-0.407272913,1.025280899,198,-658.6701429,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.001437224,0.001437224,0.001437224,0.001437224,,No
SPG005,,Super Group F/R 15032024,3759824,3840525.075,0.001228623,0.001228623,2024/03/15,JIBAR,104,,9.677,0.065753425,0.315068493,Corporate Senior Debt,Corporate,SUPER GROUP LIMITED,SUPER GROUP LIMITED,Corp Senior Unsecured,1,2.016478599,0,1.070381232,104,-978.3590004,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.003685266,0.003685266,0.003685266,0.003685266,,No
SPG007,,Super Group Ltd F/R 18062024,3532392,3615469.619,0.001156626,0.001156626,2024/06/18,JIBAR,70,,9.337,0.073972603,0.575342466,Corporate Senior Debt,Corporate,SUPER GROUP LIMITED,SUPER GROUP LIMITED,Corp Senior Unsecured,1,2.016478599,0,1.079881657,70,-978.3542501,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.003685266,0.003685266,0.003685266,0.003685266,,No
SPG009,,Super Group Ltd F/R 15102024,4000000,4063695.219,0.001300017,0.001300017,2024/10/15,JIBAR,95,,9.587,0.150684932,0.901369863,Corporate Senior Debt,Corporate,SUPER GROUP LIMITED,SUPER GROUP LIMITED,Corp Senior Unsecured,1,2.016478599,0,1.177419355,95,-978.3054813,0,0,JIBAR,2.Oth,2.1,2.1 (d),2.1 (d) (i),0.003685266,0.003685266,0.003685266,0.003685266,,No
SBS21,,Standard Bank F/R 15052026,4000000,4120284.285,0.001318121,0.001318121,2026/05/15,JIBAR,95,,9.587,0.235616438,2.482191781,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.308243728,95,129.9671038,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBS27,ZAG000112772,Standard Bank 10.13% 20022024,2200000,2261353.16,0.00072343,0.00072343,2024/02/20,R186,47,9.185,9.185,0.235872573,0.249315068,Bank Senior Debt - Fixed,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.30868225,54.8,129.9673231,1,0.235872573,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
SBS39,,Standard Bank 9.71% 29012030,12000000,12323949.6,0.003942557,0.003942557,2030/01/29,R213,-63.5,9.795,9.795,4.427105704,6.194520548,Bank Senior Debt - Fixed,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,-0.291791408,115.8,129.1670862,1,4.427105704,R213,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
SBS52,ZAG000143512,Standard Bank F/R 29012030,17100000,17794935.1,0.005692781,0.005692781,2030/01/29,JIBAR,133,,9.967,0.189041096,6.194520548,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.233108108,133,129.929536,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
SBS53,ZAG000143603,Standard Bank of South Africa LtdF/R 03052027 ,7900000,8148398.751,0.002606756,0.002606756,2027/05/03,JIBAR,110.5,,9.742,0.202739726,3.449315068,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.254295533,110.5,129.9401297,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
SBS57,,Standard Bank F/R 12062024,30800000,31560196.77,0.010096428,0.010096428,2024/06/12,JIBAR,86,,9.497,0.057534247,0.55890411,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.061046512,86,129.8435052,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBS58,ZAG000144619,Standard Bank F/R 12062027,10000000,10443846.87,0.003341093,0.003341093,2027/06/12,JIBAR,116,,9.797,0.057534247,3.55890411,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.061046512,116,129.8435052,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,2.1(c)(i),No
SBS63,,Standard Bank F/R 02022026,10000000,10144195.74,0.003245232,0.003245232,2026/01/31,JIBAR,104.5,,9.682,0.194520548,2.197260274,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.241496599,104.5,129.9337303,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBS71,SBS71,Standard Bank 5.458% 20270202,10000000,10100968.12,0.003231403,0.003231403,2027/02/02,JIBAR,119.5,,9.832,0.2,3.202739726,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.25,119.5,129.937982,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBS77,,SDR F/R 191027,13000000,10000000,0.003199102,0.003199102,2027/10/19,JIBAR,126,,9.897,0.161643836,3.912328767,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.192810458,126,129.9093872,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBSS01,,Standard Bank F/R 19082024,5000000,10000000,0.003199102,0.003199102,2024/08/19,JIBAR,80,,9.437,0.246575342,0.745205479,Bank Senior Debt - Floating,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.327272727,80,129.9766183,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBSI11,,Standard Bank ILB 5.50% 07/12/2023,470000,1614764.101,0.000516579,0.000516579,2023/12/07,R197,69.5,4.695,10.595,0.03555698,0.043835616,Bank Senior Debt - ILBs,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,1.036867891,195.8,129.8314159,1,0.03555698,R197,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBSI14,,Standard Bank ILB 3.45% 07122033,2450000,6162766.995,0.001971532,0.001971532,2033/12/07,R202,50,5.11,11.01,8.079063485,10.05205479,Bank Senior Debt - ILBs,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Senior Unsecured,0.6,-0.260344705,2.620447875,-0.141261623,237.3,129.2423511,1,8.079063485,R202,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT104,,Standard Bank F/R 30092025,8600000,9075451.159,0.002903329,0.002903329,2025/09/30,JIBAR,238,,11.017,0.109589041,1.860273973,Bank Subordinated Debt - AT1,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - AT1,4,-0.260344705,2.620447875,1.123076923,238,163.8745204,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT105,,Standard Bank F/R 31032026,31000000,32325210.29,0.010341164,0.010341164,2026/03/31,JIBAR,308,,11.717,0.109589041,2.35890411,Bank Subordinated Debt - AT1,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - AT1,4,-0.260344705,2.620447875,1.123076923,308,163.8745204,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT106,,Standard Bank F/R 31122026,10000000,10466773.34,0.003348427,0.003348427,2026/12/31,JIBAR,284,,11.477,0.109589041,3.112328767,Bank Subordinated Debt - AT1,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - AT1,4,-0.260344705,2.620447875,1.123076923,284,163.8745204,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT107,,Standard Bank F/R 08042027,11200000,11618074.06,0.00371674,0.00371674,2027/04/08,JIBAR,300,,11.637,0.131506849,3.380821918,Bank Subordinated Debt - AT1,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - AT1,4,-0.260344705,2.620447875,1.151419558,300,163.8886917,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT203,,Standard Bank 10.395% 041223,4600000,4589136.64,0.001468112,0.001468112,2023/12/03,R186,88.5,9.6,9.6,0.024599305,0.032876712,Bank Subordinated Debt - Tier 2,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.260344705,2.620447875,1.025219692,96.3,143.8255918,1,0.024599305,R186,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT204,,Standard Bank F/R 16042024,4000000,4051867.129,0.001296234,0.001296234,2024/04/16,JIBAR,200,,10.637,0.153424658,0.402739726,Bank Subordinated Debt - Tier 2,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.260344705,2.620447875,1.181229773,200,143.9035968,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
SBT206,,Standard Bank F/R 31012025,6000000,6094690.61,0.001949754,0.001949754,2025/01/31,JIBAR,135,,9.987,0.194520548,1.197260274,Bank Subordinated Debt - Tier 2,Bank,STANDARD BANK LTD,STANDARD BANK LTD,Bank Subordinated Debt - Tier 2,2,-0.260344705,2.620447875,1.241496599,135,143.9337303,0,0,JIBAR,2.Oth,2.1,2.1 (c),2.1 (c) (i),0.099995748,0.099995748,0.099995748,0.099995748,,No
